titles,days left to bid,url,description,skills,budget,verified_traits_list,competition_sum,competition_list
Sage Expert,6 days left,https://www.freelancer.com/projects/payroll/sage-expert/,"I require a sage50 cloud payroll expert to help prior to a meeting tomorrow.

We are will to pay for consultancy.

Required immediately.","Payroll, Finance, PHP", £250-750 GBP,"['E-mail Verified', 'Payment Verified', 'Made a Deposit']",7 freelancers are bidding on average £486 for this job,"[{'url': '/u/anuragaadi', 'rating': '4.8'}, {'url': '/u/tayabani', 'rating': '5.0'}, {'url': '/u/jovandevelopero1', 'rating': '5.0'}, {'url': '/u/Miqbal242', 'rating': '5.0'}, {'url': '/u/rahul45391', 'rating': '0.0'}, {'url': '/u/harisashraf1727', 'rating': '0.0'}]"
"Creates promotional ads, banners, posters for websites and social media",6 days left,https://www.freelancer.com/projects/graphic-design/creates-promotional-ads-banners-posters/,"Creates promotional ads, banners, posters for websites and social media ","Graphic Design, Banner Design, Advertising, Advertisement Design, Photoshop", $10-30 USD,"['E-mail Verified', 'Payment Verified', 'Made a Deposit']",13 freelancers are bidding on average $24 for this job,"[{'url': '/u/engmoriadham', 'rating': '5.0'}, {'url': '/u/Segitdesigns', 'rating': '4.9'}, {'url': '/u/creativegraaphic', 'rating': '4.8'}, {'url': '/u/jinug', 'rating': '4.9'}, {'url': '/u/chetandc', 'rating': '5.0'}, {'url': '/u/Fazal213', 'rating': '5.0'}, {'url': '/u/solution2544', 'rating': '5.0'}, {'url': '/u/kumaratul484', 'rating': '4.9'}, {'url': '/u/mdmorshedmolla', 'rating': '4.7'}, {'url': '/u/mariamabunada', 'rating': '5.0'}, {'url': '/u/vicky9857', 'rating': '0.0'}, {'url': '/u/rafaqatkhan77', 'rating': '0.0'}]"
PowerPoint rebrand,6 days left,https://www.freelancer.com/projects/powerpoint/powerpoint-rebrand/,"Need help with rebrand of my existing PowerPoint slides
We have changed our branding and needed some quick help
Slides have Thinkcell ","Powerpoint, Graphic Design, Presentations, Word, Microsoft", $30-250 USD,"['E-mail Verified', 'Payment Verified', 'Made a Deposit']",14 freelancers are bidding on average $100 for this job,"[{'url': '/u/graphichands', 'rating': '4.9'}, {'url': '/u/vipjcreative', 'rating': '4.9'}, {'url': '/u/rafsansoft', 'rating': '5.0'}, {'url': '/u/kumaratul484', 'rating': '4.7'}, {'url': '/u/UiDesign4uu', 'rating': '5.0'}, {'url': '/u/writingvector', 'rating': '5.0'}, {'url': '/u/sanamehboob883', 'rating': '5.0'}, {'url': '/u/neverlast121', 'rating': '0.0'}, {'url': '/u/amarkumar434936', 'rating': '0.0'}, {'url': '/u/hamadfaleh00e', 'rating': '0.0'}, {'url': '/u/AnwarJam', 'rating': '0.0'}, {'url': '/u/Muneebabbasi77', 'rating': '0.0'}, {'url': '/u/anujjain1212', 'rating': '0.0'}]"
A video with photos and lyrics for my punjabi song,6 days left,https://www.freelancer.com/projects/video-services/video-with-photos-lyrics-for/,"I am going to make a punjabi song related to Deep Sidhu (you guys can search this name on youtube).
I need a video for that song. We can use photos of deep sidhu and some related videos in that project and also we have to write lyrics in punjabi language. Here are links of example videos.

[login to view URL]

I also need a poster tlfor my song
I ll discuss all things after getting in touch.","Video Services, Voice Talent, Video Production, Audio Services", $40-100 NZD,['E-mail Verified'],5 freelancers are bidding on average $116 for this job,"[{'url': '/u/thevfxmotion1', 'rating': '5.0'}, {'url': '/u/Ayziiii', 'rating': '4.9'}, {'url': '/u/wearecivati', 'rating': '0.0'}, {'url': '/u/mollahgraphics18', 'rating': '0.0'}]"
HR recruiter,6 days left,https://www.freelancer.com/projects/human-resources/recruiter-33189244/,I want a freelancer for the recruitment of my startup and build a team .,"Human Resources, Management, Recruitment, Business Plans", ₹1500-12500 INR,['E-mail Verified'],Similar jobs,[]
COPYTYING,6 days left,https://www.freelancer.com/projects/data-entry/copytying-33189271/,I need a freelancer who can handle copytyping ,"Data Entry, Excel, Copy Typing, Data Processing, Web Search", $250-750 USD,['E-mail Verified'],22 freelancers are bidding on average $375 for this job,"[{'url': '/u/Rayan513', 'rating': '0.0'}, {'url': '/u/limomichael6733', 'rating': '0.0'}, {'url': '/u/vicky9857', 'rating': '0.0'}, {'url': '/u/gamingnanu', 'rating': '0.0'}, {'url': '/u/balajrfcc', 'rating': '0.0'}, {'url': '/u/InayatMuhammad', 'rating': '0.0'}, {'url': '/u/manisha5657', 'rating': '0.0'}, {'url': '/u/Utsav0021', 'rating': '0.0'}, {'url': '/u/TalentedEditor90', 'rating': '0.0'}, {'url': '/u/Mehwish2345', 'rating': '0.0'}, {'url': '/u/rtalha786', 'rating': '0.0'}, {'url': '/u/hory95', 'rating': '0.0'}, {'url': '/u/AayushSingalSS', 'rating': '0.0'}, {'url': '/u/satyajitpani59', 'rating': '0.0'}, {'url': '/u/sparsht3002', 'rating': '0.0'}, {'url': '/u/SyikinSalim', 'rating': '0.0'}, {'url': '/u/sciaditya', 'rating': '0.0'}, {'url': '/u/AbhiramAbhi3003', 'rating': '0.0'}, {'url': '/u/dhagadbhanu7', 'rating': '0.0'}]"
3D MODELING For Products,6 days left,https://www.freelancer.com/projects/rendering/modeling-for-products/,We need to make 1 3D model of kitchen drawers.  We will send the sketch and we need you to make a 3D modeling file. ,"3D Rendering, 3ds Max, 3D Modelling, Photoshop Design, Graphic Design", $250-750 USD,['E-mail Verified'],33 freelancers are bidding on average $316 for this job,"[{'url': '/u/kalp29', 'rating': '4.9'}, {'url': '/u/Maxvisualization', 'rating': '4.7'}, {'url': '/u/stargateinfotech', 'rating': '4.8'}, {'url': '/u/mircube', 'rating': '4.9'}, {'url': '/u/sanjaypatel2', 'rating': '5.0'}, {'url': '/u/fireflies3d', 'rating': '4.8'}, {'url': '/u/ahmedghorab40', 'rating': '4.7'}, {'url': '/u/engmoriadham', 'rating': '5.0'}, {'url': '/u/DeMooX', 'rating': '5.0'}, {'url': '/u/UAarchitects', 'rating': '4.9'}, {'url': '/u/akilgd96', 'rating': '4.9'}, {'url': '/u/gusakovanastenka', 'rating': '4.9'}, {'url': '/u/jorjikt', 'rating': '4.9'}, {'url': '/u/anmolmakkar666', 'rating': '5.0'}, {'url': '/u/hamadaelmisy', 'rating': '5.0'}, {'url': '/u/charlemagne9', 'rating': '4.7'}, {'url': '/u/idealstudio1', 'rating': '5.0'}, {'url': '/u/DreambrandTechno', 'rating': '4.7'}, {'url': '/u/KirillRomadanov1', 'rating': '4.8'}]"
I need a maya animator,6 days left,https://www.freelancer.com/projects/3d-animation/need-maya-animator/,One sequence to render with renderman,"3D Animation, Maya, 3D Modelling, Animation, 3D Rendering", €18-36 EUR / hour,['E-mail Verified'],8 freelancers are bidding on average €24/hour for this job,"[{'url': '/u/benova65', 'rating': '4.9'}, {'url': '/u/stargateinfotech', 'rating': '4.8'}, {'url': '/u/sanjaypatel2', 'rating': '5.0'}, {'url': '/u/CACGC', 'rating': '4.9'}, {'url': '/u/mems2020', 'rating': '5.0'}, {'url': '/u/sanj2116', 'rating': '4.9'}, {'url': '/u/ahmedghorab40', 'rating': '0.0'}]"
gsap dev needed,6 days left,https://www.freelancer.com/projects/javascript/gsap-dev-needed/,convert gsap2 to gsap3 and add scroll trigger animation,"JavaScript, HTML5, jQuery / Prototype", $30-250 USD,"['E-mail Verified', 'Payment Verified', 'Made a Deposit']",6 freelancers are bidding on average $147 for this job,"[{'url': '/u/DesignPerfecti0n', 'rating': '4.9'}, {'url': '/u/prettyregina', 'rating': '5.0'}, {'url': '/u/eadjeieric7', 'rating': '5.0'}, {'url': '/u/webdeveloper2022', 'rating': '0.0'}, {'url': '/u/nsourov15', 'rating': '0.0'}]"
"Digital strategy ,performance Managment & growth",6 days left,https://www.freelancer.com/projects/internet-marketing/digital-strategy-performance-managment/,"
Build up 2022/2023 Digital strategy and detailed action plan. 2- Build up a total integrated advertising flow including:
Social Media – Google Ads – Programmatic Advertising
Reactivate the SEO function
Build up a digital marketing dashboard to monitor the function performance.
 Support the internal team with hand-on training to localize the advertising function.

Performance Management ,Social media Ads (Facebook &
Instagram)
Google ads ( Shop ads & search Tested and approved Digital strategy 
Detailed action plan for 12 month.
Activate all digital marketing channels
include: All SM, SEM, SEO.
Automation","Internet Marketing, Advertising, Bulk Marketing, SEO, Affiliate Marketing", $4000-6000 USD,['E-mail Verified'],3 freelancers are bidding on average $5000 for this job,"[{'url': '/u/irfanui', 'rating': '5.0'}, {'url': '/u/ModernTechno442', 'rating': '0.0'}]"
Cryptocurrency Token Development,6 days left,https://www.freelancer.com/projects/cryptocurrency/cryptocurrency-token-development/,Development of cryptocurrency tokens as per the details in the attached document.,"Cryptocurrency, Blockchain, Bitcoin", ₹12500-37500 INR,"['E-mail Verified', 'Payment Verified', 'Made a Deposit']",5 freelancers are bidding on average ₹26500 for this job,"[{'url': '/u/dmytrokyrychenk4', 'rating': '5.0'}, {'url': '/u/yman1208', 'rating': '0.0'}, {'url': '/u/ModernTechno442', 'rating': '0.0'}, {'url': '/u/gameindustry', 'rating': '0.0'}]"
Portugese translation,6 days left,https://www.freelancer.com/projects/translation/portugese-translation-33189186/,I need a freelancer who can handle portugese translation ,"Translation, English (US) Translator, English (UK) Translator, Portuguese, Hungarian", $250-750 USD,['E-mail Verified'],1 freelancer is bidding on average $500 for this job,[]
BUSINESS PROPOSAL,6 days left,https://www.freelancer.com/projects/graphic-design/business-proposal-33189169/,PREPARE AND DESIGN ATTRACTIVE AND THOROUGH BUSINESS PROPOSAL FOR A RESTAURANT ,"Graphic Design, Proposal Writing, Business Plans, Business Writing", $30-250 USD,['E-mail Verified'],20 freelancers are bidding on average $89 for this job,"[{'url': '/u/arslanu2', 'rating': '5.0'}, {'url': '/u/engmoriadham', 'rating': '5.0'}, {'url': '/u/vipjcreative', 'rating': '4.9'}, {'url': '/u/cKabura', 'rating': '5.0'}, {'url': '/u/CRBW', 'rating': '4.9'}, {'url': '/u/SupremeWriters', 'rating': '4.9'}, {'url': '/u/PinkiVJ', 'rating': '4.9'}, {'url': '/u/hassanarshad92', 'rating': '5.0'}, {'url': '/u/Stopsolution', 'rating': '4.8'}, {'url': '/u/FineIdeas', 'rating': '5.0'}, {'url': '/u/writerLanguage', 'rating': '4.5'}, {'url': '/u/writingvector', 'rating': '5.0'}, {'url': '/u/SolutionMart', 'rating': '4.9'}, {'url': '/u/davidkim24', 'rating': '5.0'}, {'url': '/u/bhushanbavaskar9', 'rating': '0.0'}, {'url': '/u/StarFalcon', 'rating': '0.0'}, {'url': '/u/matiqurrehman', 'rating': '0.0'}, {'url': '/u/amturrehmaan', 'rating': '0.0'}, {'url': '/u/InoovativeThink', 'rating': '0.0'}]"
Many football (soccer) tiktok videos,6 days left,https://www.freelancer.com/projects/video-editing/many-football-soccer-tiktok-videos/,"Step 1. Search YouTube for ""best football moments"" or ""football fails"" or ""Best goals"" etc.
Step 2. Cut them into 8+ second clips, add trending music and done

Please give me price per 10 tiktoks
","Video Editing, Video Services, Video Production, Videography, After Effects", €8-30 EUR,"['E-mail Verified', 'Payment Verified', 'Made a Deposit']",20 freelancers are bidding on average €24 for this job,"[{'url': '/u/MUFTI17', 'rating': '5.0'}, {'url': '/u/Alastor101', 'rating': '5.0'}, {'url': '/u/Kanikasharma777', 'rating': '5.0'}, {'url': '/u/AamirShahzad512', 'rating': '5.0'}, {'url': '/u/khizirjaanpk', 'rating': '4.9'}, {'url': '/u/Fazal213', 'rating': '5.0'}, {'url': '/u/Ayziiii', 'rating': '4.9'}, {'url': '/u/tawshiqur', 'rating': '4.8'}, {'url': '/u/viktorybarkova', 'rating': '5.0'}, {'url': '/u/HamzaAslamB', 'rating': '5.0'}, {'url': '/u/traj3752', 'rating': '0.0'}, {'url': '/u/Justlesie', 'rating': '0.0'}, {'url': '/u/nikoltunyan3', 'rating': '0.0'}, {'url': '/u/sumansigns', 'rating': '0.0'}, {'url': '/u/mostafaakbarnezh', 'rating': '0.0'}, {'url': '/u/aboodhundam4', 'rating': '0.0'}, {'url': '/u/wearecivati', 'rating': '0.0'}, {'url': '/u/Phattygg', 'rating': '0.0'}, {'url': '/u/hamadfaleh00e', 'rating': '0.0'}]"
Pixel art work,6 days left,https://www.freelancer.com/projects/animation/pixel-art-work/,need 9 pixel art character designed and then animated each in 3 different style animations,"Animation, Illustration, Graphic Design, After Effects, Facebook Pixel", $30-250 AUD,"['E-mail Verified', 'Payment Verified', 'Made a Deposit']",Other jobs from this employer,[]
javascript code to check if specific extension is installed on browser or not,6 days left,https://www.freelancer.com/projects/javascript/javascript-code-check-specific-extension/,javascript code to check if the specific google chrome extension is installed on the browser or not,"JavaScript, Google Chrome", $10-30 USD,"['E-mail Verified', 'Payment Verified', 'Made a Deposit']",Other jobs from this employer,[]
Online learning Platform,6 days left,https://www.freelancer.com/projects/php/online-learning-platform-33189119/,"Should be able to 
allow live online sessions
upload of videos
upload of assignments by students with due dates
keep register of registered students
screen sharing

like cousera","PHP, HTML, Website Design, Graphic Design, Software Architecture", $750-1500 USD,['E-mail Verified'],25 freelancers are bidding on average $1073 for this job,"[{'url': '/u/abhyasam', 'rating': '5.0'}, {'url': '/u/rstomar', 'rating': '4.8'}, {'url': '/u/pixxelu16', 'rating': '5.0'}, {'url': '/u/AhmedHussein86', 'rating': '5.0'}, {'url': '/u/ahmedaaalnaasan', 'rating': '4.7'}, {'url': '/u/webpixxelshikha', 'rating': '4.8'}, {'url': '/u/irfanui', 'rating': '5.0'}, {'url': '/u/PlanetAndroid', 'rating': '5.0'}, {'url': '/u/ahryshkevich', 'rating': '5.0'}, {'url': '/u/Slmmy', 'rating': '5.0'}, {'url': '/u/Alimobi', 'rating': '4.9'}, {'url': '/u/OONJU', 'rating': '4.9'}, {'url': '/u/ishfaqrahim', 'rating': '5.0'}, {'url': '/u/fugus', 'rating': '5.0'}, {'url': '/u/sergeymit', 'rating': '5.0'}, {'url': '/u/heenafullstacken', 'rating': '4.8'}, {'url': '/u/ModernTechno442', 'rating': '5.0'}, {'url': '/u/aniketguhe00', 'rating': '5.0'}, {'url': '/u/bibixtech', 'rating': '5.0'}]"
CNC programming with pulse encoder recording and playing,6 days left,https://www.freelancer.com/projects/plc-scada/encoder-recorded-cnc-controller/,"I want a CNC PROGRAMMING on raspberry Pi to control an ethercat controlled 5 axis servo drives. All the drives are having absolute encoder. 
When we move drives manually in various positions the feed back from encoder to be recorded for every mil second and saved. We required it should run the servo drives as per record. 
Programming should be provided and hardware also to be recommended. ","PLC & SCADA, CNC Programming, PLC, Raspberry Pi, Robotics and Cognitive Automation", ₹20000-50000 INR,['E-mail Verified'],1 freelancer is bidding on average ₹35000 for this job,[]
Build me a logo,6 days left,https://www.freelancer.com/projects/logo-design/build-logo-33189112/,"We need a logo for a new business. We hav a handrawn sketch to get the vibe and our logo name. 
It would feature a graphic of a (inspiration photo provided) with logo name over the eyes. 
We want the girl in a skin colour and the background to be orange. Keep the black hair and black shirt ","Logo Design, Graphic Design, Photoshop, Illustrator, Photoshop Design", $30-250 AUD,['E-mail Verified'],54 freelancers are bidding on average $77 for this job,"[{'url': '/u/alisharoz', 'rating': '5.0'}, {'url': '/u/Friends4it', 'rating': '4.8'}, {'url': '/u/tanvirmrt', 'rating': '4.9'}, {'url': '/u/vs47', 'rating': '5.0'}, {'url': '/u/illuminecreation', 'rating': '4.9'}, {'url': '/u/glowflydesigner', 'rating': '4.9'}, {'url': '/u/zenevatech', 'rating': '4.8'}, {'url': '/u/graphichands', 'rating': '4.9'}, {'url': '/u/graphixpower2', 'rating': '4.8'}, {'url': '/u/crea8ivetechno', 'rating': '4.8'}, {'url': '/u/dhirajjha2000', 'rating': '4.9'}, {'url': '/u/alrightsolutions', 'rating': '4.9'}, {'url': '/u/Stunningart', 'rating': '4.9'}, {'url': '/u/engmoriadham', 'rating': '5.0'}, {'url': '/u/vipjcreative', 'rating': '4.9'}, {'url': '/u/Pavank7g', 'rating': '4.8'}, {'url': '/u/creativegraaphic', 'rating': '4.8'}, {'url': '/u/Kreaytivelions', 'rating': '4.9'}, {'url': '/u/AhmedHussein86', 'rating': '5.0'}]"
I Need A Professional Gym Trainer -- 2,6 days left,https://www.freelancer.com/projects/lifestyle-coach/need-professional-gym-trainer-33189113/,"I Need A Professional Gym Trainer

हम एक IT कंपनी से हैं और हमने जिम से सम्बंधित एक ऐप बनाया हैं मुझे अपनी कंपनी के लिए एक प्रोफेशनल जिम ट्रेनर ( Coach ) चाहिए जिसको 10 से 12 साल का एक्सपीरियंस हो। आपको जितना अच्छा एक्सपीरियंस होगा हम आपको उतना अच्छा payout करेंगें।

[Removed by Freelancer.com]",Lifestyle Coach, $15-25 USD / hour,['E-mail Verified'],Similar jobs,[]
Mobile OTP Verificationw with amazon AWS service and Node js,6 days left,https://www.freelancer.com/projects/nodejs/mobile-otp-verificationw-with-amazon/,By using Node js and AWS service need to mobile number verification,"Node.js, Amazon Web Services, JavaScript, NoSQL Couch & Mongo, Express JS", ₹600-1500 INR,['E-mail Verified'],1 freelancer is bidding on average ₹600 for this job,[]
Need SEO Expert for my website,6 days left,https://www.freelancer.com/projects/seo/need-seo-expert-for-website-33189105/,Need experienced SEO expert for my new website.,"SEO, Link Building, Internet Marketing, Marketing", ₹1500-12500 INR,['E-mail Verified'],20 freelancers are bidding on average ₹4535 for this job,"[{'url': '/u/xyzseo', 'rating': '4.8'}, {'url': '/u/EDataSolution', 'rating': '4.9'}, {'url': '/u/seo4quality', 'rating': '4.8'}, {'url': '/u/TopSEOServices12', 'rating': '4.9'}, {'url': '/u/WellwinTech', 'rating': '4.9'}, {'url': '/u/BoostSEO2012', 'rating': '4.9'}, {'url': '/u/seojohn061', 'rating': '5.0'}, {'url': '/u/SearchEngineers', 'rating': '5.0'}, {'url': '/u/rstomar', 'rating': '5.0'}, {'url': '/u/Shabee', 'rating': '5.0'}, {'url': '/u/himanshujha2903', 'rating': '4.8'}, {'url': '/u/hiteshb42', 'rating': '5.0'}, {'url': '/u/seobypro', 'rating': '4.9'}, {'url': '/u/toprankseoexpert', 'rating': '4.9'}, {'url': '/u/seotopranker', 'rating': '4.9'}, {'url': '/u/Seopragyat', 'rating': '5.0'}, {'url': '/u/subhabrataparal5', 'rating': '4.8'}, {'url': '/u/ashwana2', 'rating': '0.0'}, {'url': '/u/iconicSEO1', 'rating': '0.0'}]"
need mechenical expert for long term work -- 4,6 days left,https://www.freelancer.com/projects/mechatronics/need-mechenical-expert-for-long/,more info will b shared in chat,"Mechatronics, 3ds Max, Fusion 360, Autodesk Fusion 360", ₹600-1500 INR,"['E-mail Verified', 'Payment Verified', 'Made a Deposit']",Other jobs from this employer,[]
Female Americas Accent voiceover for 2 min video,6 days left,https://www.freelancer.com/projects/voice-talent/female-americas-accent-voiceover-for/,"We want to have a female american accent voice for our 2 min video.

Our budget is limited to INR 1500/- for the project.
Interested artists pls reply. Pls reply only if you can work in our budget.","Voice Talent, Audio Services, Audio Production, Voice Artist, Voice Over", ₹600-1500 INR,"['E-mail Verified', 'Payment Verified', 'Made a Deposit']",1 freelancer is bidding on average ₹1750 for this job,[]
OpenCart add new product,6 days left,https://www.freelancer.com/projects/open-cart/opencart-add-new-product/,"Hello

I have install and add template journal 3 on opmen cart.

I need add a product in opencart but i don't know how to make.

Can you help me","Open Cart, PHP, eCommerce", €12-18 EUR / hour,['E-mail Verified'],15 freelancers are bidding on average €15/hour for this job,"[{'url': '/u/nixtech', 'rating': '5.0'}, {'url': '/u/muhamed3uda', 'rating': '4.9'}, {'url': '/u/ShrineWeb', 'rating': '4.7'}, {'url': '/u/wpkiller', 'rating': '4.9'}, {'url': '/u/TechnicalKnight', 'rating': '4.9'}, {'url': '/u/ahmedaaalnaasan', 'rating': '4.5'}, {'url': '/u/PlanetAndroid', 'rating': '5.0'}, {'url': '/u/jovandevelopero1', 'rating': '5.0'}, {'url': '/u/bhoraniyamujahid', 'rating': '5.0'}, {'url': '/u/Zeeshanoch', 'rating': '0.0'}, {'url': '/u/alexandrsanin', 'rating': '0.0'}, {'url': '/u/ashwana2', 'rating': '0.0'}, {'url': '/u/Khokon181221', 'rating': '0.0'}, {'url': '/u/rishu771', 'rating': '0.0'}]"
